2020-10-07|카드지출|우리카드||6|33|||3950
2020-10-07|카드지출|우리카드||6|28|부천||30000
2020-10-07|카드지출|우리카드||7|38|||15000
2020-10-06|카드지출|우리카드||6|33|||3750
2020-10-06|카드지출|우리카드||25|123|굿네이버스||30000
2020-10-06|카드지출|신한카드||6|28|||9000
2020-10-05|통장지출|국민은행||23|118|||20000
2020-10-05|통장지출|국민은행||10|53|입금통지||40
2020-10-05|카드지출|우리카드||20|100|||29610
2020-10-05|통장수입|대우 CMA||1|7|||200000
2020-10-05|카드지출|우리카드||6|30|||24000
2020-10-05|카드지출|우리카드||6|28|||43479
2020-10-05|카드지출|우리카드||6|28|햇반 외||44460
2020-10-05|카드지출|우리카드||25|123|라이프오브더칠드런||20000
2020-10-05|카드결재|신한카드||4|24|||284540
2020-10-05|통장수입|대우 CMA||2|16|신한카드||762
2020-10-05|통장수입|대우 CMA||1|10||25,293,274원|2115
2020-10-04|카드지출|신한카드||6|28||520원 할인|26000
2020-10-04|카드지출|신한카드||6|29|||8000
2020-10-04|카드지출|우리카드||6|30|||13350
2020-10-04|카드지출|우리카드||6|31|보리커피||5410
2020-10-03|카드지출|우리카드||6|29|||7800
2020-10-03|현금지출|||13|66|||1000
2020-10-03|카드지출|우리카드||12|65|PC방||1000
2020-10-03|카드지출|우리카드||6|31|||3000
2020-10-02|현금지출|||14|72|엄마||200000
2020-10-02|카드지출|우리카드||6|31|||5400
2020-10-02|카드지출|우리카드||12|65|PC방||3000
